Date,Category,Region,Quantity,UnitPrice,TotalSales,PaymentMethod
2024-07-03,Electronics,South,3,162.46,487.37,UPI
2024-07-03,Clothing,West,4,43.28,173.13,Debit Card
2024-07-04,Electronics,North,5,359.56,1797.8,Debit Card
2024-07-04,Home & Kitchen,East,4,104.45,417.81,Credit Card
2024-07-04,Clothing,East,2,30.59,61.18,UPI
2024-07-04,Clothing,East,1,25.83,25.83,Credit Card
2024-07-04,Home & Kitchen,South,3,50.28,150.83,Net Banking
2024-07-04,Books,South,3,26.19,78.56,Debit Card
2024-07-04,Electronics,North,1,461.22,461.22,UPI
2024-07-05,Home & Kitchen,North,5,23.61,118.04,Credit Card
2024-07-05,Books,West,1,15.53,15.53,UPI
2024-07-05,Clothing,West,1,84.12,84.12,Credit Card
2024-07-05,Books,North,4,44.01,176.05,Credit Card
2024-07-05,Home & Kitchen,West,2,162.63,325.26,Net Banking
2024-07-06,Home & Kitchen,West,5,158.54,792.68,Net Banking
2024-07-06,Clothing,North,1,46.4,46.4,UPI
2024-07-06,Clothing,East,1,86.91,86.91,UPI
2024-07-06,Books,South,1,24.04,24.04,Debit Card
2024-07-07,Electronics,North,3,315.91,947.74,UPI
2024-07-07,Electronics,South,3,97.37,292.11,Net Banking
2024-07-07,Electronics,North,3,278.55,835.66,Credit Card
2024-07-08,Electronics,North,3,463.94,1391.83,Net Banking
2024-07-08,Clothing,South,2,50.03,100.06,Credit Card
2024-07-08,Home & Kitchen,North,3,41.63,124.89,Net Banking
2024-07-09,Books,North,4,45.79,183.16,Credit Card
2024-07-09,Sports,North,3,123.32,369.95,Net Banking
2024-07-09,Clothing,East,5,30.97,154.86,UPI
2024-07-09,Clothing,East,1,55.19,55.19,Net Banking
2024-07-10,Sports,North,5,71.61,358.05,Credit Card
2024-07-10,Electronics,South,5,387.8,1939.01,UPI
2024-07-10,Home & Kitchen,East,2,24.3,48.6,Debit Card
2024-07-10,Clothing,West,5,69.42,347.08,Credit Card
2024-07-10,Books,South,3,40.13,120.4,Credit Card
2024-07-10,Home & Kitchen,North,3,171.53,514.59,Credit Card
2024-07-10,Home & Kitchen,East,5,81.62,408.1,Net Banking
2024-07-11,Sports,West,2,142.19,284.39,UPI
2024-07-11,Clothing,East,3,80.29,240.86,Debit Card
2024-07-11,Books,South,1,15.07,15.07,Net Banking
2024-07-11,Books,West,1,35.79,35.79,Net Banking
2024-07-11,Electronics,West,4,265.78,1063.13,Debit Card
2024-07-12,Electronics,North,3,362.87,1088.6,Debit Card
2024-07-12,Electronics,West,5,467.75,2338.76,UPI
2024-07-12,Books,South,3,35.35,106.06,Net Banking
2024-07-12,Electronics,West,4,123.77,495.08,Net Banking
2024-07-13,Electronics,North,2,348.07,696.13,UPI
2024-07-13,Electronics,North,1,446.77,446.77,UPI
2024-07-13,Clothing,West,1,59.87,59.87,Credit Card
2024-07-14,Books,North,5,42.13,210.66,Net Banking
2024-07-14,Clothing,South,4,16.11,64.42,UPI
2024-07-14,Sports,North,1,141.74,141.74,Credit Card
2024-07-14,Electronics,West,1,155.11,155.11,UPI
2024-07-14,Clothing,West,5,36.05,180.24,Credit Card
2024-07-14,Clothing,East,2,34.54,69.09,Net Banking
2024-07-14,Sports,East,2,132.09,264.18,Debit Card
2024-07-15,Electronics,West,4,92.78,371.1,Credit Card
2024-07-15,Electronics,North,5,457.63,2288.16,Debit Card
2024-07-15,Home & Kitchen,East,5,108.92,544.61,UPI
2024-07-15,Clothing,North,4,57.13,228.52,Debit Card
2024-07-15,Electronics,East,2,180.45,360.89,Debit Card
2024-07-16,Electronics,South,1,53.8,53.8,Net Banking
2024-07-16,Clothing,South,2,34.06,68.13,Credit Card
2024-07-16,Electronics,West,3,97.1,291.29,Net Banking
2024-07-16,Clothing,West,1,21.39,21.39,Credit Card
2024-07-16,Sports,West,5,125.39,626.96,Debit Card
2024-07-16,Electronics,East,1,414.99,414.99,Credit Card
2024-07-17,Home & Kitchen,North,1,40.48,40.48,Net Banking
2024-07-17,Home & Kitchen,West,4,134.02,536.09,UPI
2024-07-17,Electronics,West,4,396.16,1584.65,UPI
2024-07-18,Home & Kitchen,South,2,46.12,92.24,Debit Card
2024-07-18,Sports,South,3,32.14,96.42,Debit Card
2024-07-18,Books,East,2,40.53,81.06,Net Banking
2024-07-18,Electronics,East,5,107.83,539.16,Net Banking
2024-07-18,Electronics,South,5,122.74,613.68,Debit Card
2024-07-18,Books,South,5,27.55,137.73,Credit Card
2024-07-18,Books,East,5,34.34,171.72,Credit Card
2024-07-19,Electronics,West,4,181.58,726.3,Debit Card
2024-07-19,Sports,West,4,129.93,519.7,Credit Card
2024-07-19,Clothing,North,3,49.13,147.39,Net Banking
2024-07-19,Home & Kitchen,South,3,101.8,305.39,UPI
2024-07-20,Electronics,West,3,209.06,627.19,Debit Card
2024-07-20,Electronics,South,2,290.07,580.13,Net Banking
2024-07-20,Electronics,North,5,368.39,1841.93,UPI
2024-07-20,Electronics,West,4,343.62,1374.47,Debit Card
2024-07-20,Clothing,East,4,95.64,382.54,Debit Card
2024-07-20,Clothing,North,1,35.47,35.47,Net Banking
2024-07-21,Electronics,South,2,216.38,432.76,Net Banking
2024-07-21,Electronics,West,3,477.77,1433.32,Net Banking
2024-07-21,Clothing,South,2,91.95,183.9,Credit Card
2024-07-22,Electronics,South,4,224.98,899.93,UPI
2024-07-22,Clothing,South,5,25.66,128.31,UPI
2024-07-22,Clothing,South,1,29.6,29.6,Debit Card
2024-07-23,Sports,West,5,95.89,479.46,Credit Card
2024-07-23,Home & Kitchen,South,4,91.32,365.3,Credit Card
2024-07-23,Electronics,South,2,231.25,462.5,Credit Card
2024-07-23,Clothing,East,1,72.14,72.14,Debit Card
2024-07-23,Home & Kitchen,East,2,160.99,321.98,UPI
2024-07-24,Clothing,East,3,98.87,296.61,UPI
2024-07-24,Electronics,East,1,179.67,179.67,Net Banking
2024-07-24,Electronics,North,3,150.72,452.15,Debit Card
2024-07-25,Clothing,South,4,74.09,296.37,Debit Card
2024-07-25,Books,North,3,14.44,43.31,Credit Card
2024-07-25,Books,North,1,16.96,16.96,Net Banking
2024-07-25,Electronics,West,1,215.15,215.15,Net Banking
2024-07-25,Sports,North,2,69.94,139.89,UPI
2024-07-25,Electronics,South,4,141.35,565.39,Debit Card
2024-07-25,Clothing,East,5,19.18,95.89,UPI
2024-07-26,Clothing,South,5,71.76,358.82,Debit Card
2024-07-26,Books,South,2,20.07,40.15,UPI
2024-07-26,Home & Kitchen,West,3,167.04,501.11,Credit Card
2024-07-26,Clothing,West,4,24.18,96.71,Credit Card
2024-07-27,Clothing,East,1,30.24,30.24,Credit Card
2024-07-27,Books,East,5,30.42,152.08,Debit Card
2024-07-27,Home & Kitchen,West,5,169.43,847.17,Net Banking
2024-07-27,Electronics,North,2,166.57,333.13,Debit Card
2024-07-28,Clothing,East,3,98.8,296.41,Debit Card
2024-07-28,Sports,East,1,112.03,112.03,Debit Card
2024-07-28,Electronics,South,5,421.39,2106.94,Credit Card
2024-07-28,Home & Kitchen,South,5,103.24,516.21,Credit Card
2024-07-28,Clothing,North,3,25.62,76.85,UPI
2024-07-29,Books,South,5,31.94,159.68,Net Banking
2024-07-29,Clothing,East,5,59.86,299.32,Credit Card
2024-07-29,Electronics,North,4,393.62,1574.5,Credit Card
2024-07-29,Electronics,West,1,384.59,384.59,Debit Card
2024-07-29,Home & Kitchen,West,2,32.0,64.01,Debit Card
2024-07-29,Home & Kitchen,West,5,129.08,645.41,Net Banking
2024-07-30,Electronics,West,4,315.38,1261.51,Debit Card
2024-07-30,Sports,North,2,33.31,66.62,Credit Card
2024-07-30,Electronics,East,4,491.29,1965.17,Credit Card
2024-07-30,Books,West,1,19.12,19.12,Debit Card
2024-07-30,Electronics,West,3,364.09,1092.26,Net Banking
2024-07-30,Electronics,North,4,161.04,644.15,Net Banking
2024-07-31,Electronics,North,1,167.03,167.03,Net Banking
2024-07-31,Electronics,South,1,362.67,362.67,Debit Card
2024-07-31,Clothing,North,5,91.63,458.13,Net Banking
2024-07-31,Electronics,East,3,325.11,975.33,Debit Card
2024-07-31,Electronics,West,3,367.21,1101.63,Net Banking
2024-08-01,Electronics,North,4,374.26,1497.06,Net Banking
2024-08-01,Electronics,West,1,260.89,260.89,Credit Card
2024-08-01,Home & Kitchen,East,1,129.57,129.57,Credit Card
2024-08-01,Home & Kitchen,South,1,71.83,71.83,Credit Card
2024-08-01,Home & Kitchen,South,5,107.01,535.05,Debit Card
2024-08-01,Electronics,West,5,347.61,1738.06,UPI
2024-08-01,Clothing,North,1,16.53,16.53,Net Banking
2024-08-02,Electronics,West,4,380.35,1521.4,Credit Card
2024-08-02,Home & Kitchen,West,4,40.79,163.17,UPI
2024-08-02,Clothing,North,2,20.7,41.41,Credit Card
2024-08-02,Electronics,East,5,357.73,1788.65,Credit Card
2024-08-02,Clothing,East,4,47.96,191.84,Credit Card
2024-08-02,Electronics,East,2,346.7,693.4,Credit Card
2024-08-03,Electronics,North,2,393.26,786.52,Credit Card
2024-08-03,Clothing,East,3,93.84,281.52,Credit Card
2024-08-03,Electronics,North,2,437.55,875.11,Debit Card
2024-08-03,Electronics,North,4,216.34,865.36,UPI
2024-08-03,Clothing,South,2,16.27,32.55,Net Banking
2024-08-03,Clothing,East,4,82.98,331.92,UPI
2024-08-04,Electronics,North,5,180.14,900.68,UPI
2024-08-04,Home & Kitchen,East,5,119.63,598.14,Net Banking
2024-08-04,Sports,North,2,97.98,195.96,Net Banking
2024-08-04,Clothing,North,4,28.24,112.96,Net Banking
2024-08-05,Books,East,2,11.02,22.04,Net Banking
2024-08-05,Electronics,East,2,65.42,130.84,Net Banking
2024-08-05,Clothing,East,5,29.98,149.88,Net Banking
2024-08-05,Clothing,South,5,59.52,297.6,Debit Card
2024-08-05,Electronics,South,2,483.29,966.58,Credit Card
2024-08-06,Home & Kitchen,South,1,153.93,153.93,Credit Card
2024-08-06,Home & Kitchen,South,4,153.69,614.76,Net Banking
2024-08-06,Electronics,West,1,420.65,420.65,Credit Card
2024-08-06,Books,East,1,17.04,17.04,Credit Card
2024-08-07,Clothing,East,4,25.27,101.07,UPI
2024-08-07,Electronics,East,5,282.45,1412.23,UPI
2024-08-07,Electronics,South,5,138.62,693.1,Net Banking
2024-08-07,Clothing,East,5,36.52,182.61,Credit Card
2024-08-07,Electronics,North,1,126.57,126.57,UPI
2024-08-07,Sports,North,2,126.5,253.0,Net Banking
2024-08-08,Clothing,North,3,16.37,49.11,Credit Card
2024-08-08,Clothing,West,2,52.17,104.34,Credit Card
2024-08-08,Electronics,North,3,271.7,815.11,Credit Card
2024-08-08,Electronics,South,1,68.23,68.23,Credit Card
2024-08-08,Clothing,North,4,79.55,318.21,Credit Card
2024-08-08,Home & Kitchen,South,2,116.16,232.33,Net Banking
2024-08-09,Clothing,East,2,18.56,37.12,UPI
2024-08-09,Electronics,West,2,301.92,603.84,Credit Card
2024-08-09,Clothing,South,5,59.67,298.37,Credit Card
2024-08-09,Clothing,West,5,63.81,319.07,Debit Card
2024-08-09,Books,South,3,35.96,107.89,Net Banking
2024-08-10,Home & Kitchen,West,2,40.25,80.5,Debit Card
2024-08-10,Clothing,North,1,94.76,94.76,UPI
2024-08-10,Electronics,South,1,189.94,189.94,Net Banking
2024-08-10,Clothing,East,1,19.41,19.41,Net Banking
2024-08-10,Electronics,South,4,389.95,1559.79,Debit Card
2024-08-11,Electronics,South,2,58.79,117.57,UPI
2024-08-11,Home & Kitchen,West,1,169.05,169.05,Net Banking
2024-08-11,Home & Kitchen,South,4,150.88,603.52,Credit Card
2024-08-12,Home & Kitchen,West,5,156.04,780.21,Net Banking
2024-08-12,Clothing,East,5,81.43,407.15,Net Banking
2024-08-12,Electronics,North,2,304.17,608.34,Debit Card
2024-08-12,Home & Kitchen,East,4,137.82,551.29,UPI
2024-08-13,Home & Kitchen,East,3,129.39,388.16,Net Banking
2024-08-13,Electronics,West,4,374.2,1496.78,Net Banking
2024-08-13,Home & Kitchen,East,4,189.67,758.68,Debit Card
2024-08-14,Home & Kitchen,West,4,112.69,450.75,Credit Card
2024-08-14,Electronics,South,5,68.55,342.76,Net Banking
2024-08-14,Clothing,North,1,64.26,64.26,Net Banking
2024-08-15,Sports,South,3,124.35,373.05,Debit Card
2024-08-15,Electronics,West,3,282.94,848.81,Net Banking
2024-08-15,Clothing,South,2,62.63,125.26,Net Banking
2024-08-16,Home & Kitchen,West,1,195.69,195.69,UPI
2024-08-16,Electronics,South,4,478.91,1915.62,Credit Card
2024-08-16,Clothing,East,1,95.04,95.04,Debit Card
2024-08-17,Books,East,2,44.31,88.61,Net Banking
2024-08-17,Clothing,East,3,77.97,233.9,UPI
2024-08-17,Electronics,East,5,198.86,994.28,UPI
2024-08-17,Sports,West,5,134.23,671.14,Debit Card
2024-08-17,Electronics,West,1,88.81,88.81,Net Banking
2024-08-17,Clothing,South,2,82.97,165.95,Debit Card
2024-08-17,Home & Kitchen,West,3,121.25,363.76,Debit Card
2024-08-18,Electronics,North,1,446.11,446.11,UPI
2024-08-18,Home & Kitchen,East,1,113.75,113.75,Net Banking
2024-08-18,Home & Kitchen,South,2,188.98,377.95,Debit Card
2024-08-18,Electronics,North,3,238.94,716.83,Net Banking
2024-08-18,Electronics,South,4,273.23,1092.94,UPI
2024-08-18,Home & Kitchen,North,1,80.03,80.03,UPI
2024-08-19,Books,East,1,11.21,11.21,Net Banking
2024-08-19,Home & Kitchen,West,5,121.36,606.81,Debit Card
2024-08-19,Clothing,South,1,54.06,54.06,UPI
2024-08-19,Sports,West,4,36.66,146.64,Debit Card
2024-08-20,Clothing,West,1,89.53,89.53,Debit Card
2024-08-20,Clothing,South,3,82.31,246.94,UPI
2024-08-20,Electronics,East,3,198.24,594.71,Debit Card
2024-08-20,Electronics,East,1,181.12,181.12,Net Banking
2024-08-20,Clothing,East,1,25.42,25.42,Credit Card
2024-08-20,Clothing,South,3,25.75,77.25,Net Banking
2024-08-21,Clothing,South,4,37.83,151.32,Debit Card
2024-08-21,Home & Kitchen,East,5,63.6,317.98,Net Banking
2024-08-21,Electronics,East,3,359.33,1077.98,Credit Card
2024-08-21,Electronics,West,2,189.39,378.79,UPI
2024-08-21,Clothing,West,1,21.78,21.78,Net Banking
2024-08-21,Electronics,South,4,339.66,1358.62,Credit Card
2024-08-22,Clothing,South,5,71.82,359.11,Credit Card
2024-08-22,Electronics,North,1,272.78,272.78,Net Banking
2024-08-22,Electronics,West,1,228.76,228.76,UPI
2024-08-22,Sports,West,3,51.21,153.62,Credit Card
2024-08-22,Books,South,2,43.74,87.49,Credit Card
2024-08-22,Sports,East,1,104.08,104.08,Debit Card
2024-08-22,Sports,South,3,32.29,96.86,UPI
2024-08-23,Home & Kitchen,West,1,40.23,40.23,Credit Card
2024-08-23,Electronics,West,2,280.95,561.89,Credit Card
2024-08-23,Electronics,North,5,137.3,686.49,UPI
2024-08-23,Books,West,2,19.87,39.74,Net Banking
2024-08-23,Clothing,South,4,30.15,120.61,Credit Card
2024-08-24,Books,West,5,49.94,249.72,Debit Card
2024-08-24,Home & Kitchen,South,1,43.23,43.23,Debit Card
2024-08-24,Electronics,East,1,190.46,190.46,Net Banking
2024-08-24,Home & Kitchen,West,1,74.96,74.96,Credit Card
2024-08-24,Books,South,5,25.01,125.05,UPI
2024-08-24,Electronics,West,5,429.89,2149.47,Debit Card
2024-08-25,Home & Kitchen,South,5,49.63,248.16,Credit Card
2024-08-25,Clothing,East,4,66.11,264.45,UPI
2024-08-25,Books,West,3,43.01,129.02,Net Banking
2024-08-26,Clothing,South,5,52.96,264.81,UPI
2024-08-26,Home & Kitchen,North,5,144.18,720.91,Credit Card
2024-08-26,Sports,West,3,45.02,135.07,Credit Card
2024-08-27,Books,East,1,35.51,35.51,UPI
2024-08-27,Home & Kitchen,North,4,109.16,436.63,UPI
2024-08-27,Electronics,North,2,477.74,955.48,Debit Card
2024-08-28,Electronics,East,4,295.04,1180.16,Credit Card
2024-08-28,Electronics,South,2,288.25,576.49,Credit Card
2024-08-28,Home & Kitchen,North,4,51.03,204.12,UPI
2024-08-28,Sports,West,5,121.81,609.05,Credit Card
2024-08-29,Electronics,West,4,261.08,1044.31,Net Banking
2024-08-29,Clothing,West,1,77.34,77.34,Debit Card
2024-08-29,Electronics,South,5,403.83,2019.16,UPI
2024-08-29,Home & Kitchen,East,2,109.31,218.62,Net Banking
2024-08-29,Electronics,South,4,221.07,884.27,Credit Card
2024-08-30,Sports,West,3,47.58,142.75,UPI
2024-08-30,Clothing,South,5,25.87,129.34,Net Banking
2024-08-30,Clothing,South,2,48.87,97.75,Credit Card
2024-08-30,Electronics,North,5,422.52,2112.61,Credit Card
2024-08-31,Electronics,West,3,487.37,1462.1,Debit Card
2024-08-31,Sports,West,3,99.42,298.26,Credit Card
2024-08-31,Books,East,5,21.79,108.97,Net Banking
2024-08-31,Electronics,North,5,321.35,1606.76,Debit Card
2024-08-31,Electronics,East,2,352.52,705.04,UPI
2024-08-31,Electronics,West,2,364.6,729.2,Net Banking
2024-08-31,Sports,South,1,118.08,118.08,Credit Card
2024-09-01,Clothing,North,5,58.78,293.91,Net Banking
2024-09-01,Clothing,South,4,58.13,232.51,Debit Card
2024-09-01,Clothing,West,5,54.3,271.5,Net Banking
2024-09-01,Electronics,East,3,227.01,681.03,UPI
2024-09-01,Home & Kitchen,East,1,140.94,140.94,Credit Card
2024-09-01,Sports,West,2,77.72,155.44,Credit Card
2024-09-01,Electronics,South,5,380.25,1901.26,Credit Card
2024-09-02,Home & Kitchen,North,5,56.81,284.04,Net Banking
2024-09-02,Electronics,East,4,191.11,764.44,Debit Card
2024-09-02,Home & Kitchen,East,4,169.73,678.91,UPI
2024-09-02,Home & Kitchen,East,1,39.17,39.17,Credit Card
2024-09-03,Sports,East,1,115.72,115.72,UPI
2024-09-03,Home & Kitchen,East,3,156.96,470.88,UPI
2024-09-03,Books,East,1,30.58,30.58,UPI
2024-09-03,Electronics,West,4,214.36,857.44,Debit Card
2024-09-03,Books,West,3,40.52,121.56,Credit Card
2024-09-03,Electronics,North,4,307.92,1231.67,UPI
2024-09-04,Electronics,West,1,301.95,301.95,UPI
2024-09-04,Clothing,West,2,81.07,162.14,Net Banking
2024-09-04,Clothing,West,4,76.33,305.33,UPI
2024-09-05,Books,South,4,19.97,79.87,UPI
2024-09-05,Home & Kitchen,South,4,64.09,256.37,Credit Card
2024-09-05,Books,South,4,42.61,170.43,UPI
2024-09-05,Home & Kitchen,North,4,30.03,120.13,UPI
2024-09-05,Clothing,South,5,49.03,245.14,UPI
2024-09-05,Sports,East,5,60.76,303.79,Credit Card
2024-09-05,Clothing,East,2,57.19,114.37,UPI
2024-09-06,Books,South,5,21.16,105.79,Debit Card
2024-09-06,Home & Kitchen,West,4,149.4,597.61,Credit Card
2024-09-06,Home & Kitchen,North,4,94.58,378.3,UPI
2024-09-07,Sports,South,2,27.29,54.58,Debit Card
2024-09-07,Electronics,West,1,117.43,117.43,Debit Card
2024-09-07,Clothing,North,1,67.2,67.2,Credit Card
2024-09-07,Sports,North,4,62.94,251.76,Net Banking
2024-09-08,Clothing,North,5,31.91,159.54,Net Banking
2024-09-08,Electronics,West,4,171.41,685.63,Credit Card
2024-09-08,Clothing,West,4,42.07,168.28,UPI
2024-09-08,Sports,South,3,114.44,343.31,Credit Card
2024-09-09,Home & Kitchen,North,3,187.85,563.55,UPI
2024-09-09,Clothing,South,3,66.28,198.85,Credit Card
2024-09-09,Home & Kitchen,West,1,107.31,107.31,Debit Card
2024-09-09,Electronics,North,1,228.87,228.87,UPI
2024-09-10,Clothing,East,1,46.32,46.32,UPI
2024-09-10,Home & Kitchen,South,2,21.25,42.5,Debit Card
2024-09-10,Electronics,South,4,53.7,214.8,Debit Card
2024-09-10,Home & Kitchen,South,1,130.93,130.93,Net Banking
2024-09-10,Electronics,North,4,303.22,1212.88,Credit Card
2024-09-11,Home & Kitchen,East,5,197.34,986.69,Debit Card
2024-09-11,Sports,North,4,64.59,258.36,Net Banking
2024-09-11,Electronics,West,5,323.84,1619.2,Debit Card
2024-09-11,Home & Kitchen,East,3,35.61,106.84,Debit Card
2024-09-12,Home & Kitchen,East,1,82.64,82.64,Debit Card
2024-09-12,Clothing,South,1,79.37,79.37,UPI
2024-09-12,Clothing,North,4,65.08,260.3,Debit Card
2024-09-12,Sports,South,5,92.7,463.5,Net Banking
2024-09-12,Home & Kitchen,South,1,24.36,24.36,Credit Card
2024-09-12,Home & Kitchen,West,3,23.69,71.08,UPI
2024-09-13,Electronics,North,2,431.05,862.1,UPI
2024-09-13,Home & Kitchen,West,4,168.93,675.72,Credit Card
2024-09-13,Clothing,North,5,68.12,340.59,UPI
2024-09-13,Books,West,2,29.6,59.19,Credit Card
2024-09-13,Electronics,South,3,455.63,1366.89,Net Banking
2024-09-14,Electronics,North,1,250.46,250.46,Net Banking
2024-09-14,Clothing,South,3,79.83,239.48,Debit Card
2024-09-14,Home & Kitchen,East,4,79.96,319.82,UPI
2024-09-14,Electronics,North,5,333.68,1668.4,Credit Card
2024-09-14,Sports,North,5,51.47,257.37,Credit Card
2024-09-15,Clothing,North,1,69.79,69.79,Net Banking
2024-09-15,Books,East,2,30.09,60.18,Net Banking
2024-09-15,Home & Kitchen,East,2,66.87,133.74,Debit Card
2024-09-15,Home & Kitchen,East,5,88.9,444.51,UPI
2024-09-15,Clothing,West,4,43.28,173.11,Credit Card
2024-09-16,Clothing,East,3,97.19,291.58,Net Banking
2024-09-16,Electronics,South,1,466.76,466.76,Credit Card
2024-09-16,Books,South,3,38.54,115.61,Debit Card
2024-09-16,Electronics,West,5,229.08,1145.39,Debit Card
2024-09-16,Sports,North,3,125.05,375.15,Credit Card
2024-09-16,Home & Kitchen,South,1,198.46,198.46,Debit Card
2024-09-16,Sports,South,3,127.61,382.84,UPI
2024-09-17,Clothing,West,3,25.88,77.63,UPI
2024-09-17,Sports,West,5,31.69,158.47,Debit Card
2024-09-17,Home & Kitchen,East,2,162.23,324.46,Net Banking
2024-09-17,Electronics,West,2,488.24,976.49,Credit Card
2024-09-17,Electronics,West,5,90.05,450.26,UPI
2024-09-17,Clothing,West,2,27.08,54.15,Debit Card
2024-09-18,Electronics,East,4,140.56,562.25,UPI
2024-09-18,Home & Kitchen,South,4,30.36,121.45,UPI
2024-09-18,Clothing,South,4,66.13,264.53,Credit Card
2024-09-18,Clothing,East,3,68.8,206.41,Net Banking
2024-09-19,Books,West,1,15.71,15.71,UPI
2024-09-19,Home & Kitchen,East,1,190.82,190.82,Credit Card
2024-09-19,Clothing,West,1,66.74,66.74,Net Banking
2024-09-19,Books,West,3,41.41,124.22,UPI
2024-09-20,Electronics,West,5,364.01,1820.04,Net Banking
2024-09-20,Clothing,West,5,86.44,432.19,UPI
2024-09-20,Books,West,5,36.4,181.99,Debit Card
2024-09-20,Clothing,South,4,73.97,295.87,Debit Card
2024-09-20,Electronics,East,3,326.09,978.26,Debit Card
2024-09-20,Electronics,East,2,416.49,832.98,Credit Card
2024-09-21,Clothing,North,5,92.47,462.37,UPI
2024-09-21,Clothing,East,2,67.97,135.94,Debit Card
2024-09-21,Clothing,South,4,96.48,385.91,Credit Card
2024-09-22,Electronics,North,2,426.16,852.32,Debit Card
2024-09-22,Books,West,3,33.6,100.81,Credit Card
2024-09-22,Electronics,North,3,79.67,239.0,Net Banking
2024-09-22,Books,North,1,35.88,35.88,Net Banking
2024-09-22,Home & Kitchen,West,4,127.84,511.37,UPI
2024-09-23,Clothing,South,3,75.7,227.09,Debit Card
2024-09-23,Books,South,5,13.61,68.06,Net Banking
2024-09-23,Clothing,South,3,29.52,88.57,Net Banking
2024-09-23,Home & Kitchen,North,3,92.34,277.03,UPI
2024-09-23,Home & Kitchen,West,3,122.6,367.79,Debit Card
2024-09-23,Electronics,East,5,498.75,2493.76,UPI
2024-09-23,Electronics,South,3,183.56,550.68,UPI
2024-09-24,Electronics,West,1,220.48,220.48,Debit Card
2024-09-24,Electronics,North,3,411.2,1233.61,UPI
2024-09-24,Electronics,South,3,200.63,601.88,Credit Card
2024-09-24,Electronics,North,1,460.07,460.07,UPI
2024-09-24,Home & Kitchen,West,5,187.49,937.43,Debit Card
2024-09-24,Clothing,West,4,29.69,118.75,Net Banking
2024-09-25,Sports,South,4,71.04,284.16,Credit Card
2024-09-25,Clothing,West,1,75.97,75.97,Credit Card
2024-09-25,Clothing,North,2,21.3,42.61,Net Banking
2024-09-25,Home & Kitchen,South,3,109.41,328.23,Debit Card
2024-09-25,Clothing,West,5,54.99,274.96,UPI
2024-09-25,Home & Kitchen,North,2,37.86,75.71,Debit Card
2024-09-26,Electronics,East,4,443.77,1775.06,Debit Card
2024-09-26,Sports,East,1,124.84,124.84,Net Banking
2024-09-26,Electronics,South,2,107.72,215.45,Net Banking
2024-09-26,Electronics,East,1,109.85,109.85,Net Banking
2024-09-26,Clothing,East,2,22.98,45.96,Debit Card
2024-09-26,Electronics,North,1,137.94,137.94,UPI
2024-09-26,Clothing,South,3,29.07,87.21,UPI
2024-09-27,Electronics,South,3,409.34,1228.03,Net Banking
2024-09-27,Clothing,North,3,34.46,103.39,UPI
2024-09-27,Books,East,1,22.85,22.85,Net Banking
2024-09-28,Books,South,5,11.91,59.57,Credit Card
2024-09-28,Home & Kitchen,North,3,41.17,123.5,Credit Card
2024-09-28,Sports,West,5,62.62,313.1,UPI
2024-09-29,Books,South,2,38.9,77.79,UPI
2024-09-29,Electronics,West,5,438.25,2191.27,Debit Card
2024-09-29,Home & Kitchen,South,2,157.46,314.91,Credit Card
2024-09-29,Books,West,2,16.64,33.28,Debit Card
2024-09-29,Clothing,West,3,25.03,75.08,Credit Card
2024-09-29,Books,North,4,14.27,57.08,Credit Card
2024-09-30,Clothing,West,3,24.05,72.14,Credit Card
2024-09-30,Sports,South,1,131.83,131.83,UPI
2024-09-30,Clothing,South,3,23.26,69.78,Credit Card
2024-09-30,Sports,East,5,94.6,473.0,UPI
2024-10-01,Books,West,3,14.33,42.98,Debit Card
2024-10-01,Electronics,North,3,142.27,426.82,UPI
2024-10-01,Sports,East,2,37.53,75.06,Net Banking
2024-10-02,Electronics,South,3,224.28,672.84,Credit Card
2024-10-02,Electronics,South,2,434.97,869.94,Credit Card
2024-10-02,Electronics,North,2,107.53,215.07,UPI
2024-10-02,Home & Kitchen,South,5,187.3,936.48,Net Banking
2024-10-02,Clothing,West,1,88.02,88.02,Net Banking
2024-10-02,Home & Kitchen,South,2,24.57,49.13,Debit Card
2024-10-03,Sports,North,3,121.89,365.68,UPI
2024-10-03,Clothing,East,5,87.96,439.78,UPI
2024-10-03,Clothing,East,3,72.81,218.44,UPI
2024-10-03,Sports,West,4,140.72,562.87,UPI
2024-10-03,Electronics,South,2,433.83,867.66,UPI
2024-10-04,Sports,South,4,108.55,434.18,Debit Card
2024-10-04,Home & Kitchen,West,3,122.48,367.44,UPI
2024-10-04,Books,North,4,42.05,168.22,UPI
2024-10-04,Home & Kitchen,East,1,186.81,186.81,Net Banking
2024-10-05,Clothing,West,2,33.9,67.8,Credit Card
2024-10-05,Home & Kitchen,South,3,192.85,578.54,Credit Card
2024-10-05,Sports,West,2,33.96,67.92,Credit Card
2024-10-05,Home & Kitchen,North,4,169.6,678.41,UPI
2024-10-05,Electronics,North,4,88.53,354.13,UPI
2024-10-06,Books,East,4,28.45,113.78,UPI
2024-10-06,Clothing,South,1,26.34,26.34,Debit Card
2024-10-06,Clothing,West,5,24.19,120.96,Credit Card
2024-10-06,Electronics,East,2,72.11,144.21,UPI
2024-10-06,Sports,East,2,117.91,235.82,UPI
2024-10-06,Electronics,East,3,198.29,594.88,Net Banking
2024-10-07,Home & Kitchen,West,1,27.2,27.2,Debit Card
